segment_id,pred,target
924684934,17554585.732745748,14756266
1546647257,8597460.830278244,5604810
778164804,20182973.081599623,20114388
2006823210,40610631.41000228,41462971
1943373950,26065439.41442167,22027103
2063246350,16872317.582873616,16251229
1124119171,10626009.416577596,7329811
173573447,37361118.34403609,43423328
1350466548,17182702.79353717,18535922
1476309575,27085534.985625368,32019118
269248670,41165875.89018334,45518126
834484140,14211277.853546714,14417739
861227030,25423928.62166126,26970533
1319864887,21369530.985486776,21340440
442434310,42451303.556653775,42877920
703995178,20377076.63455316,23181765
688474018,6788852.553579783,8211399
2030813906,30855565.692959446,28038265
831609277,1263837.7375914063,448429
312941568,23088958.52230535,24872676
1089685571,21983619.152849566,22167992
1509748401,35343401.516289875,39335751
1207105314,9486764.673612244,4857362
198632987,30609766.899345737,32120697
241063640,28462169.335002266,20462842
756112127,28799212.265880644,28834416
678175964,30199577.166210793,28381090
152072473,24251290.9064381,23637315
2055600383,4449215.5291302325,3334460
544050502,40088488.45707895,42614457
1403005697,32564064.36254624,35260256
574634448,8318098.638044568,9527005
1634919976,16763529.427146032,18975742
1852779090,36061154.169754244,36595113
2118180017,21247206.79759667,20785225
161907109,7891016.439308621,4726351
339846368,9411306.389565205,7424122
821180602,11258247.854593642,4792549
655846883,9643438.369420825,2983171
1977710546,12599499.892143292,14113883
2120273955,10948830.791857848,10618163
263366519,36966024.01167871,37838117
928414279,26392459.924648672,26319791
1862197689,26807978.552737616,28607064
1114275678,36170910.726049885,35913386
1398442640,26013754.362297684,26375282
1991439490,24120076.103470765,23196613
1246332909,46998752.66847252,46046804
361671709,1835521.8648012686,3934602
953346027,24500094.52284241,25246982
730414813,41213393.13855751,41130218
600983434,6663845.184680502,3771859
2042137471,12230918.201146068,6411018
1938743280,36516765.60525876,37605159
206572719,43610935.9828569,45189955
1051299690,38095894.436827004,37875002
626164144,32566780.994963277,30801679
1092709083,26868895.142107885,23580134
865285202,42025952.60849982,41546817
273595483,34936479.9244525,29372442
832751522,34238409.45582409,32383382
302498114,28958149.64414632,29239733
868718273,34590715.251312375,40727402
1334508596,35168123.28470423,35144376
229047052,8491523.884145776,9809076
1604854130,35166393.05071167,42841445
1756847193,34667857.7838437,33297409
1443500291,36233438.44283592,38377880
866758423,11850950.730485683,15462272
1821527103,34140389.89954588,32780737
1423567749,15313931.52926569,13688549
414737101,8392242.500492468,9162090
11392010,34447027.65861123,39483628
827803506,1267885.6260489265,87064
45843121,30008647.74254976,27994207
39008491,19648773.14989568,20093981
1876246151,28292905.669391368,29104897
2034726326,29146163.19557075,30200415
1776689049,42571423.72199425,44054917
763714603,34774420.335668184,35745145
2069011219,34672471.705734,38453155
63085880,45897579.14902526,47760262
2044088860,34803488.70707176,35479215
1696428789,12570847.640036035,13987327
1230685914,14991377.869988339,16538607
1565591534,25145575.792900495,39321096
545603396,17126963.523865607,13594831
2042268384,9732348.132374922,9116575
769093074,34325394.2934903,41161232
1800749408,23641107.804902643,23510180
621938105,38716437.39363487,40611376
1638487506,24662800.581223316,21496664
1441988574,32604810.445880115,23733443
872179122,38775671.58684836,42482934
1004557332,29492931.62424579,35397029
1108848326,5475002.355764149,2749571
1630569825,34519648.12334645,37113494
1358091136,26215257.99134072,26610575
255656520,17321176.38267495,17881216
1437553540,36644649.80632439,28760497
676663859,35490481.67637659,38166171
1092950441,33595173.81412603,32798542
765529516,4186122.2514375458,58525
609192146,18039842.999216285,16379287
221683713,13214557.024544375,13979987
176086997,37015655.90440203,27696083
1098000689,17355728.800175685,18766799
836288436,30899889.721280135,30474264
1199580311,46494035.81945928,46245974
1521233834,29054107.72512997,33442299
281177678,3473139.908210477,3508365
1014562599,30757978.06568627,41018705
1553019029,27931750.605298836,27998195
804951561,26118811.408236947,37566155
1469540533,40373642.354261495,42623394
2073873772,23283467.083954006,23771035
777577982,35929951.257367514,35279943
220743032,6015363.050280211,3864961
1407094442,39141215.6372066,40550390
1541798814,12295844.891081365,6191726
1117793086,29552031.762332145,30595040
95810878,6395286.393436851,5908509
1208305522,33446952.756777003,33984045
67637654,29560378.852808867,27200357
1000554676,5529956.601051896,6347792
552039724,1063159.0504246901,607680
1590661832,30207556.595556717,38921139
807399710,2329973.5821803706,1910959
127998922,3226252.887228487,5295003
76652896,32282961.133803327,29543094
1832960673,29876628.450450376,21194908
2123127162,35576875.07069497,35490054
595336840,23031710.641833033,24824914
1392504290,37646302.19120034,38239386
1141586751,13880307.957546689,16246680
553195805,42212314.60547516,44910569
1319975881,21454847.66709821,24706665
1261672283,40322059.31380035,41450687
1612658867,26104884.39620518,24348001
1600768087,13764495.638535218,14209513
247145135,28600664.435933854,28584279
388927603,39640646.52838169,43713022
1691053444,15532720.358068224,18574433
1020283272,18378870.30163156,16657318
1835203048,16161798.399572253,10766496
1904220604,18859669.627167825,17038685
1002825126,37611576.782049455,36755640
1699037504,38397435.32997053,38564009
300943209,13564527.37676039,9207233
1063425676,14844018.395653123,12886267
588264306,1007263.8303468055,171324
1623980475,25540513.238933973,24185298
292905699,19271942.02365313,18902288
928349115,21468163.88112872,23609353
1560072843,9965210.775047082,11302782
1731671258,12585277.44149886,7598984
1982908792,39671896.130699754,38536616
1623655934,14280405.484257847,14026863
1329020649,10997181.774170337,13688423
71739210,29627697.694168538,31545523
1238859327,12233909.270668505,6790171
753004280,19295347.071699377,15846558
1548788345,1149513.2197983116,1018667
242542221,37641557.35796297,35660180
2067336369,6952742.44487365,6646158
2057226721,36441178.3554946,35881998
1833706259,12250883.787991311,10012770
176209287,14621849.406618169,11393279
90572254,41392145.65802524,40787810
1193816078,12862936.256983945,14329427
600168324,14657484.67372826,12942933
2111587424,7809646.110738407,7370080
805494552,22730153.058165926,24429556
2111802125,27324345.142777305,26668615
1141152432,28115126.822770882,27352648
1778564935,38875138.46635226,40730529
1009749143,7728348.999631636,4091055
271408873,2843132.6858463637,3550479
1923526983,22223396.158022635,21398625
175810421,40172035.40140639,41329839
428917687,39717054.56820754,38579633
1660325198,1883525.8752231514,1090599
2016647233,15726851.571365798,13652830
1117905846,2507612.849349667,2321914
668395393,41957646.79583561,41357148
807819960,12076453.945770897,12853572
966651364,17056291.42850727,21213460
1253007685,29720566.006987367,24894907
950950325,31154162.252069175,29633424
1892346723,46247157.48557176,46377153
817639495,20918980.897549257,17755762
697134733,40859148.32766644,42373756
1018756523,29557916.22164792,29754498
1310911931,2539247.3708219808,3108189
988251615,16788841.13359339,11784736
1158945000,6590995.667826871,4769718
1287402853,3551049.1640105564,3817445
1466604072,18121616.86437077,17735202
756127189,14949408.892989336,13490690
1092728543,38888864.440748595,31178789
1309817072,6604908.262612308,6488895
904405461,15730731.43924589,15287185
1344426246,11255791.384322798,8561708
287364787,32071230.431033745,34310281
881617953,20343131.560839877,22202669
1062764986,37882254.5283278,39691110
1979431054,8513418.222831056,8859249
432695730,28919679.968199465,38666707
1828751957,29268519.56242261,28866918
759435064,9336921.013795862,4362156
1724893776,27843914.40504118,26917146
1864294958,17519467.218704622,17736290
306864913,36697665.10786724,38485057
1887047868,46558062.26870534,48003713
214183849,7704616.048503336,8015222
2061696277,17458216.2142732,19514034
919272254,16376314.242397625,13659890
646778392,18262576.50676192,19522214
1524808856,25418168.000120692,40131851
1901531819,40377549.081510946,43330732
1174567207,11316408.978599252,10106188
487623440,5756303.891519243,3304574
1132218304,23291543.413378052,29603843
436769483,31346274.0870738,29472342
88163303,15913080.006037118,16099049
942814455,10256269.249883415,10577748
1164949475,43540769.08409494,43475707
1319378846,13730930.597667951,16428564
612447943,26110559.366778523,25260944
313964120,37603208.2585515,40490032
616719593,17032382.234208975,15770555
1493034353,2674293.954424025,2423197
2047751510,39302451.02033691,41732667
656267377,31484735.29529987,31085444
727492101,36728985.083808236,33642326
1048300101,16688088.631358428,16549824
1052745011,16954951.22072838,19839592
1795889126,45063355.048441626,46028649
1266859938,19711493.106921192,17357054
1644815944,25097127.525167387,24646218
476753180,16177708.739427725,8231674
413268740,35358709.045513585,41986783
243573371,40112555.26616278,41237478
1545024767,14477786.739553621,14023567
1082824214,7334267.943192105,8451818
780993101,13907686.425841007,16960105
2049689655,26806407.428218804,21084523
1554283260,2421740.446486955,3249711
818349007,23689723.996931173,21140122
1502408473,3949848.450640421,3620769
363125294,25903876.39144743,26787365
316603753,41789368.735517114,41721650
2044857103,39704963.4526852,35250581
932084533,9006789.372255426,9159412
305621118,24899479.63131195,22906977
1765356109,14487362.66810366,16352671
168903539,35690253.34932713,43716747
159254576,11376174.337275883,8955616
1640303200,8509654.699584493,6949902
986204419,13244406.749298219,9119922
425415049,34557532.96701665,36528286
1533843141,44969884.61636775,46523483
1734582169,30273778.883913066,30074178
944538945,35114182.961290024,38063784
733988337,43100946.13429216,46516617
546825827,21225077.35482731,27845449
304283775,17885192.580011804,17770458
328865892,7625727.943950995,9112996
1502208709,43060048.89084373,44052487
730474221,2021135.7470373411,2352232
2067305346,8113452.152062283,736227
350119945,31453390.318297893,34660406
1871098842,25377976.847399477,25939125
472434486,3750733.3552482557,4358205
973420892,2471344.156464302,98516
2140015263,35142281.1758919,35424675
1879757367,18551190.28106423,17397520
1762541807,36985208.06245248,39162237
80491904,28803046.05238136,29800324
2061764779,17357207.790942118,5234774
74950304,6179069.919434419,6425751
1919183481,4637133.111314077,3002710
59231274,5675307.418709979,2327991
641136684,26622115.59281222,26594077
1895867403,24399434.285918675,24682269
1562841966,11682747.499532836,12732662
1052075589,34236562.70010531,30757334
233565853,29543097.219109055,17792996
512339405,27749899.595427882,24993068
216001876,13291908.303271256,7066249
559964053,36362758.5605087,37486766
32512316,36024121.23984865,37174984
1577225037,10635437.15704316,11699624
1925723673,12186874.621728454,10746815
974102108,1463804.325084745,292145
629137203,17687793.42494576,17707651
1556454835,7230267.420157277,8649346
2133326148,9536227.680326132,11575416
1621317326,25013914.508671887,25343916
1028350709,21111016.19994203,8229339
2131475928,29367658.428918626,28503924
2102079746,33718826.26108983,29168924
1333272006,41394614.622458205,37934056
1100991799,44060683.99628199,38927827
1265639221,37181240.88150413,37872185
1379738583,13477489.57864041,13898803
1278829366,35125457.43501702,37065442
147102860,25874662.148872133,34488802
256617664,35024365.914207295,37518118
298411266,4125588.554814085,5523317
1546500531,41091377.410052575,46718855
121962462,8498817.134706004,6735743
1434896619,19507144.379032083,6100013
854875548,24044845.21996339,22368776
51604518,21866850.39155323,19777781
142016409,37862684.32331097,37975021
1447237480,27704158.779176824,31724961
368670844,10693732.488120448,14218494
70572268,16033757.254485672,18444547
432684208,24663084.303565826,26793157
844664347,6708650.025902082,4034512
814194004,17496749.933876116,14384776
1590373443,9618225.597912554,11178677
927854113,17106392.890191298,21477365
1688844244,36799696.28024976,35439062
119226806,18859679.13861182,16623212
280699977,3977049.682297644,511244
478674114,14441496.546947984,17722981
1461319494,26531002.598338336,25063740
1001461087,6992447.889599993,10393161
1957593320,8420477.063369278,9674308
878845901,14908403.518537723,7695508
191377567,15335385.222526789,15877114
754268958,19570846.18395986,19349591
991016912,10398508.397200892,9985791
1877377853,23996888.15555396,22628459
882372154,39811094.06101667,41517412
2006608401,14119531.256146463,12678388
1092333463,18904362.99434968,21981870
1246585270,13229052.41807776,16417683
1753654937,14881388.296656113,15232409
555901035,9384693.142521868,5710780
516212556,721968.6580888967,2488060
1862848849,7922897.177065513,7716098
762074361,37608123.54258513,38621213
85638848,15025058.843645668,14223668
2099764343,18534988.83893237,19357030
444244451,2403395.3150154958,2421044
499404548,15033958.371304274,13171925
513129972,8552744.546720508,9381945
1987327479,19500150.557302807,18381807
476948252,46756580.10789018,45454518
18045429,3347791.1126643987,1691224
2107751377,7378704.0373874735,5821163
718462915,12338131.183483806,12552494
1892236371,15612727.797840381,15024473
949618731,41006952.284046605,40210831
89427159,14255502.871487489,13528092
492985141,11440688.014871592,11728939
117864846,38487990.06921188,39736058
567814647,10440095.131543567,13794296
681419015,42011665.7754605,38982104
1647654553,8686953.778536832,10064250
810866813,46262379.22749396,47878878
321281603,37362346.45245372,35158661
2140731938,24956322.040839862,24847565
1896475785,18373808.05437514,22761183
1610320452,21332319.86494034,23863150
583411418,19939230.697458167,18471342
479177652,13498118.356419863,13205387
92343295,22901402.785786975,17392069
516272311,9723219.161266834,9717873
2051419461,13042729.561866958,11325548
111665787,41243110.88243077,37729412
1033677406,27586405.205529533,30736075
1564588400,23733449.32737086,34260639
1807997703,43490005.17803549,45834487
1378201806,2529572.9754248164,2765715
1755937906,14988591.136939544,12164009
1228887863,1330154.91372931,336237
662882349,14450119.41681632,12624902
716913886,7046465.482615759,2550705
1160333827,38354585.39928847,39680269
552391057,41318569.25130773,41431362
148815721,12240119.502097113,3861471
1899178209,28795709.76192493,28413535
1721845898,25115550.927319597,23885849
677521913,10009199.039833378,5073807
860715236,32049127.79608969,37492314
1328234349,35917953.36624087,38426977
1929455259,32809462.978765123,34228950
1632557353,32005037.943190467,30205000
319452057,24704578.88621299,25936810
1135859577,14132978.341142826,14800103
809173313,13904607.201933745,11856839
676899080,40303963.33343351,46857757
1660458173,2883979.841866614,2923357
1751360072,1227408.5775668367,239598
1121140466,7177283.304413177,11058120
1360465324,39284257.98050304,42688491
589943737,20475594.911137313,22170889
1785337401,26043412.30345177,25463643
546261150,3380406.0620587813,2819958
264716265,8693926.026021654,6366065
1740283876,32213025.82132548,31767056
491048514,20470808.09924904,20296315
1769830256,3468487.749675358,3391519
278871356,20052741.65934672,20863063
219469142,14208991.888299683,15666051
1891418251,22391766.93907118,18817303
140031872,31156415.555961896,35885461
2113049479,30836851.178542495,32247989
1438676404,15001099.710317766,16063958
927153725,3489310.686904563,4571542
770662295,20189488.608217254,21641136
1708398459,38452135.740222886,45161314
652598093,2897547.455646218,2401397
731902458,23575593.47252102,26509441
814391272,6136776.578679193,4332675
1503780649,45256777.14327426,45865779
112348433,15484214.255053774,14387528
1577280457,8490824.40830219,1162779
1437169630,31210722.527139235,31395864
1315506288,1007263.8303468055,264407
1874406272,13412977.44279676,6619402
1439683436,30067714.753398605,28939203
1071748769,11435538.706107132,11369004
912398552,8074077.096404895,6333275
2134232057,29701740.824967034,30922332
43112697,43720726.31639459,46651849
1629643803,29805673.628560152,29503928
778061276,2800808.269990374,2928100
399014201,28740627.195500735,30353762
2034080287,28217286.356353655,30438549
1061556765,43769728.478034616,46584326
1499144685,34901577.2672381,35893801
57764839,13294656.827447139,15392131
1039242162,43033938.95445351,45106551
2041546283,19374459.688205376,16697030
1310954041,26219207.71643288,27310910
2069530527,48134207.29660343,47616134
1621292754,44197771.2258349,46580693
705698742,20312349.441537697,15965435
680130950,25087335.799852934,26820565
207886353,20276428.24571926,20452887
286686392,36387809.25808472,35471316
2138253674,7094428.168847196,6198107
903393249,12487980.92979494,11084901
1437432319,36856815.012223125,35456519
916444386,36925993.95360062,41184511
720228169,13642870.988896571,14875474
932373769,9056590.45445263,10173877
607490432,31626515.731049113,38488114
1817126225,29068644.19065726,19861189
1928560987,10836585.726443844,14309184
1138688286,8613584.54484637,8580210
894661113,9521935.808798203,8739001
151240150,32707971.143864676,32498371
1444957178,30672623.166562513,30231086
397595362,19471140.855335634,19812440
1714364025,18882197.514369246,14662871
1191644191,5446350.673973791,5525566
1915110800,44028429.247618444,44130948
525412783,9464570.702802641,11267639
1024522044,22415105.924963906,21496194
44341278,24404159.698206816,20754780
618818301,30156246.226216476,28026848
1929612636,37380881.76767335,43789431
1314192981,19064263.182860438,12226256
481920571,28476481.103232462,30324178
416377386,37219357.41119559,39047494
1361656569,35917093.341033645,40908445
1060048694,45225380.263893686,45662421
1393728805,39408875.673940845,41029727
1326807935,41835126.937773906,42231910
2058263668,5593565.812612499,6136759
845774066,22402901.055113267,14028557
1336134836,34216276.481729016,37476518
81564935,28748880.57853372,29252414
1613919491,6624479.294509,6994788
1493638592,16238390.6400296,14234492
1073745213,39541566.87679035,40049085
1999031320,22231852.286268443,23805242
1706039642,34046594.78063301,36179027
232805623,40043243.58959395,42923387
862560124,32131729.560821153,31849857
737027380,34044975.50390725,37227942
770118099,36485578.43885546,40625627
555289764,17561370.974678148,37367606
1353979920,11498996.046568688,8801258
990790400,21352227.460897725,14753961
1782750702,28952398.111375235,29337249
2031787098,15096752.867006933,15612556
642177912,4780682.405792738,4010847
1609083406,47467704.98133845,48066217
675845523,13792420.409010965,14494998
535680745,21219970.48232486,22333910
967094967,6038854.104497982,815883
770614342,25663089.159810174,24730805
404368978,43909964.15248716,44672303
1032429253,38901978.88105156,38783389
317350729,39770768.49017045,40024068
1800836003,25891287.149617158,22437296
203831916,33863650.02238168,33363523
1893376593,38068854.10724209,38902184
64297561,3385486.1130449623,5100282
1149561649,35854411.69367376,34568453
998206879,32891623.54247924,30454621
389284421,28721471.05133444,43130718
933997906,4461030.927547419,4658368
1194802638,45800740.33852678,46956438
168061873,7758442.242812557,7570305
1836987260,30941737.10521086,31275501
1486142922,7605335.688293536,7168170
1657095390,16330966.09201112,15524959
115235190,34894803.084817596,34240437
1618611548,24890759.813215837,27463006
1344317045,35207910.90634103,42035680
1751861795,19260381.44418812,18390136
345181085,19942514.253135636,20007625
781091788,6004563.503091979,6264559
905777338,15025839.339390557,18148192
1158353351,14682738.839231698,13100381
1197116188,3917688.622753844,3688912
1387912675,24814604.671449874,24937333
303097019,22559723.092013083,35450789
1630279379,3029835.9793831473,562281
392708749,25627894.458323527,20930877
985614401,25416009.964654595,25497036
924964672,13554234.877747724,16488673
379210074,39612610.83271241,38879944
1410693848,19511679.77779649,20109998
800161660,18090616.643131193,22811452
1923881461,19545290.917653587,21677244
1502052925,31661020.503851883,32993239
842493767,4526481.870158888,1868956
1340035112,21080967.283414133,15592075
1777078655,15818390.374394173,11559500
1387473393,5935130.733808914,2718025
605498975,2696083.894065089,5412080
1126911948,13600640.456279391,12419878
1524599064,17708455.11494143,15332460
1028325789,45576901.606129065,47473541
697387932,27154350.040095624,32192979
552100552,40994884.23914596,39798240
233438004,30316680.29980304,29859816
89642504,8279872.936757208,7124701
1278306150,33071087.0222858,31138345
140851065,16438497.991179321,18540729
673964391,42231639.67480964,42415289
1975170856,12370646.05047584,9652216
2010947351,33749495.014123976,33741660
738756568,27763444.346909884,22157893
621097518,35649251.13385664,38255031
1432222552,19848376.26244077,19525390
434636426,7711429.86317405,13588024
195410763,28453441.233060814,38939102
2071717542,1901776.7808275435,551792
724659721,26202538.32461777,22763676
677960831,33494554.673644535,28286783
1537869655,9576688.03985687,12653097
527014367,38147149.67723992,40436272
1133130522,9495003.759922147,10814995
393075721,13057293.226878025,11031184
1907477896,34275413.8108161,33122464
1141989284,35511298.192183636,42948732
1010561361,35168924.09329559,35512645
1135450244,32782884.783471514,28410743
44324029,6818547.545341889,8349696
1400929225,13548748.861664476,26164471
122310777,46832446.77690448,48224425
389079613,11174778.851024063,10432143
1836010798,12937569.533372968,2497619
1688414695,5313126.167543068,5730449
629568545,3088636.2130128094,4046753
1574915383,2476489.3573398846,1488100
581397504,34945516.97683067,30309841
1337708357,30546960.5045744,31616330
1354938804,10381363.743283495,6398749
1022420757,13775919.78274962,12329909
827203118,10386391.834660698,10434711
480461629,37007797.61336615,36693410
151767499,28375844.645776954,26485390
72651203,33928420.29797895,36313769
1221021840,1237914.578082857,285292
1304034123,25019637.41505552,30542702
1744933255,1268614.1685715993,864418
1866274078,24649597.16869118,23105930
2082076341,7198453.244037314,8790752
491413869,35826146.458361246,35514231
1904699622,40470995.16981294,42984216
1066152649,18554702.910914615,19477998
82988051,37719646.46582106,41986436
316895145,10762201.533103568,12760546
886779816,4194076.538888243,6116546
602020124,35754285.077901565,36472478
277248385,18150605.0228294,21629631
1580439748,45160956.94549748,45212912
1980582945,43372462.16469375,44757830
971938966,32463911.78357159,32871608
1696196745,44075700.678051345,46315169
1484819245,26835775.96389003,26680696
118375419,31900353.41368368,34177196
1738729842,8780770.68609528,8936162
1040017632,22245639.466290995,40389284
1098922326,34262139.17246915,33585826
1158351226,8009463.145142563,9308283
1368009563,37107035.71740277,38220143
613886312,16545428.182238376,16675024
1131527270,48750497.61168164,48522449
772820574,9603674.621852214,9149477
653299017,24359902.981083054,21747126
1042743186,39998184.09687558,41542280
908455284,29833695.718362126,34106525
1918360487,45626082.7962735,41321577
1347428608,18784668.07055607,21951350
1129429071,43379847.57360463,43773057
1934229547,43291204.99169061,44319162
1522314619,41300086.96581332,44378225
1133663547,38845922.15097986,42683122
2066854946,15355543.62643232,15132892
1136682157,38910335.761520855,40566350
935166347,10258603.336172516,2994226
144524710,27408377.86990938,32420785
1079138094,29141434.016055644,29187319
1399150490,37010157.562909864,35128031
1380998187,8415536.73947904,5902021
1294895949,6923830.947738031,13633377
677328589,12538977.752838606,6186793
515581783,10134565.183989111,8048225
295121444,31452009.67405345,30350346
1484098101,14326051.573561197,13959549
417535915,19916437.193177644,17512785
619379482,33592107.22641623,32798980
1332574136,19133811.32920049,20035967
2129899467,8051145.176308406,6866586
1709437305,40702149.147959754,41184778
1722218659,37402598.31505677,40258659
1946270616,37817955.30847774,44239639
1120931614,29322162.79848808,31342250
532286234,30639428.413576372,30440536
1132419329,37947274.00165184,40226762
632638065,6297088.342068275,10253841
213439290,13809752.563373048,13929131
1136356907,36876211.998968095,34976887
1943060459,4844959.548528572,5663925
1071353921,36029252.249055356,35568642
201613561,38366014.21033061,39473420
479326775,8420198.59673746,4207118
1204691003,36923455.41368588,37298304
1206090150,6418911.317239783,7657213
1702619561,42013461.52079198,39939077
310035446,37441481.59757913,41500158
2051910093,24412958.932120483,26074034
970295022,33428470.369475424,40523122
1055093477,38784838.412098095,42668581
865140960,13539667.264123306,12378202
1759043869,25045418.33158922,27199784
170876718,3857338.187036708,3200603
1102017109,35128037.49044664,35324935
1574845881,48952055.603898,48356210
1987666182,36233837.859662145,37238494
819035017,25695840.240635216,26568620
1816660037,32548527.93556654,33754525
1458614920,6852914.2105967095,6348984
320094880,2367927.409628193,2957815
433865661,30998451.209747054,20206788
598772021,18103054.139500797,22306072
896663620,22138817.70416602,24024877
1089375229,39410331.838461675,39499982
1899404884,30285178.54645842,31631674
389254541,27156430.297096375,27909350
1176796937,23875514.042611882,21393536
1918520817,41311834.44195885,43380671
1825588312,37299209.946680024,38688700
1079412715,13666027.190492459,16525947
811808879,10383152.341043128,6013001
1953501873,10093738.649270056,7595702
1371032972,19138867.75869521,17102353
610270417,29365755.01030379,28711938
1701666360,36717725.97307778,37476322
1826701813,19085068.421651505,19374538
921899048,28587546.055263024,30638718
2086978827,34587907.25412089,31313494
2079951456,14800324.234317973,17056676
919490181,14578966.687783439,14567066
865442778,14869968.988415577,15696694
592144195,24156601.881173316,23771681
1707941878,1308808.3658586189,513040
1934168687,25234472.197395902,21094623
395308430,39485336.391757816,43536839
260105364,36894653.18869551,36017206
