sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10
322.0,55.0,292.0,3.0,,651.0,-308.0,-249.0,172.0,-495.0
326.0,-70.0,371.0,-155.0,,732.0,-171.0,59.0,-326.0,-378.0
345.0,-211.0,465.0,-128.0,,765.0,104.0,214.0,-145.0,-477.0
360.0,-296.0,507.0,-136.0,,774.0,176.0,441.0,383.0,-672.0
415.0,-183.0,494.0,-59.0,,936.0,76.0,465.0,323.0,-455.0
438.0,98.0,511.0,23.0,,1067.0,227.0,641.0,-669.0,-398.0
432.0,474.0,532.0,20.0,,1119.0,261.0,733.0,-363.0,-506.0
454.0,824.0,544.0,152.0,,1092.0,137.0,604.0,-177.0,-565.0
437.0,1138.0,591.0,223.0,,932.0,134.0,541.0,-106.0,-677.0
437.0,1230.0,616.0,134.0,,788.0,178.0,297.0,546.0,-710.0
429.0,1086.0,596.0,188.0,,738.0,158.0,280.0,-343.0,-686.0
419.0,826.0,533.0,375.0,,529.0,25.0,181.0,-534.0,-721.0
391.0,412.0,438.0,446.0,,456.0,0.0,105.0,-351.0,-948.0
372.0,-23.0,273.0,361.0,,500.0,201.0,7.0,246.0,-947.0
363.0,-399.0,118.0,103.0,,675.0,218.0,-253.0,807.0,-820.0
370.0,-682.0,3.0,-100.0,,840.0,36.0,-162.0,138.0,-849.0
391.0,-785.0,-125.0,-121.0,,687.0,76.0,-44.0,-197.0,-953.0
395.0,-773.0,-114.0,-153.0,,469.0,-3.0,218.0,-42.0,-962.0
399.0,-677.0,-116.0,-79.0,,358.0,-314.0,360.0,737.0,-809.0
365.0,-470.0,-110.0,41.0,,707.0,-375.0,319.0,618.0,-534.0
335.0,-313.0,-64.0,198.0,,669.0,-261.0,301.0,170.0,-419.0
284.0,-255.0,-26.0,356.0,,484.0,-169.0,53.0,102.0,-441.0
214.0,-236.0,99.0,435.0,,490.0,-127.0,-94.0,-87.0,-384.0
136.0,-254.0,193.0,514.0,,628.0,-95.0,-280.0,291.0,-326.0
38.0,-221.0,302.0,525.0,,1029.0,-73.0,-229.0,784.0,-225.0
-45.0,-113.0,381.0,426.0,,749.0,-53.0,1.0,770.0,-337.0
-125.0,52.0,426.0,198.0,,493.0,34.0,109.0,-224.0,-516.0
-170.0,315.0,449.0,-24.0,,567.0,105.0,205.0,125.0,-655.0
-220.0,560.0,481.0,-177.0,,868.0,120.0,-9.0,919.0,-612.0
-253.0,708.0,486.0,-276.0,,718.0,110.0,-105.0,560.0,-710.0
-269.0,768.0,408.0,-294.0,,160.0,242.0,-328.0,300.0,-1109.0
-306.0,688.0,361.0,-251.0,,230.0,481.0,-565.0,-259.0,-1223.0
-341.0,543.0,239.0,-312.0,,437.0,586.0,-522.0,396.0,-1346.0
-368.0,310.0,165.0,-543.0,,764.0,635.0,-461.0,808.0,-1448.0
-376.0,58.0,134.0,-692.0,,782.0,570.0,-109.0,280.0,-1369.0
-399.0,-137.0,80.0,-674.0,,514.0,559.0,-70.0,-196.0,-1416.0
-401.0,-295.0,98.0,-631.0,,550.0,746.0,-120.0,-631.0,-1520.0
-392.0,-335.0,103.0,-602.0,,588.0,709.0,-123.0,-302.0,-1371.0
-355.0,-313.0,145.0,-532.0,,317.0,565.0,-133.0,80.0,-1140.0
-321.0,-248.0,227.0,-378.0,,7.0,399.0,88.0,330.0,-984.0
-332.0,-262.0,332.0,-235.0,,-194.0,366.0,158.0,-776.0,-933.0
-313.0,-322.0,434.0,-118.0,,-78.0,556.0,347.0,-1079.0,-807.0
-275.0,-330.0,493.0,96.0,,153.0,418.0,345.0,-42.0,-523.0
-226.0,-283.0,591.0,347.0,,121.0,190.0,293.0,338.0,-374.0
-199.0,-126.0,620.0,483.0,,123.0,76.0,225.0,464.0,-315.0
-185.0,40.0,572.0,479.0,,103.0,57.0,1.0,-760.0,-403.0
-158.0,208.0,499.0,411.0,,287.0,141.0,-79.0,-756.0,-325.0
-115.0,324.0,339.0,315.0,,148.0,227.0,-330.0,568.0,-196.0
-82.0,407.0,216.0,207.0,,-411.0,434.0,-328.0,681.0,-326.0
-50.0,536.0,173.0,94.0,,-574.0,493.0,-291.0,626.0,-480.0
-12.0,542.0,132.0,13.0,,-271.0,500.0,-171.0,85.0,-451.0
7.0,365.0,144.0,-53.0,,84.0,637.0,-90.0,-244.0,-437.0
28.0,114.0,186.0,-116.0,,-28.0,760.0,-437.0,460.0,-484.0
51.0,-196.0,224.0,-167.0,,-265.0,788.0,-574.0,955.0,-353.0
75.0,-487.0,281.0,-162.0,,-109.0,766.0,-700.0,592.0,-404.0
49.0,-646.0,345.0,-196.0,,52.0,867.0,-530.0,136.0,-377.0
51.0,-665.0,444.0,-198.0,,-24.0,822.0,-223.0,-287.0,-88.0
23.0,-585.0,534.0,-72.0,,92.0,705.0,-33.0,-101.0,97.0
6.0,-450.0,558.0,-111.0,,152.0,714.0,188.0,905.0,33.0
-8.0,-256.0,529.0,-181.0,,130.0,618.0,140.0,493.0,72.0
-75.0,-28.0,485.0,-202.0,,262.0,493.0,229.0,-396.0,310.0
-110.0,202.0,464.0,-145.0,,271.0,355.0,194.0,-600.0,361.0
-177.0,315.0,444.0,-115.0,,384.0,162.0,197.0,-443.0,370.0
-198.0,344.0,458.0,-219.0,,448.0,15.0,273.0,64.0,252.0
-245.0,348.0,493.0,-300.0,,314.0,48.0,123.0,243.0,64.0
-285.0,328.0,524.0,-377.0,,391.0,250.0,109.0,-460.0,97.0
-352.0,328.0,502.0,-329.0,,351.0,303.0,-66.0,-1111.0,168.0
-421.0,266.0,426.0,-336.0,,240.0,229.0,-138.0,-414.0,-57.0
-456.0,245.0,331.0,-385.0,,225.0,391.0,-338.0,543.0,-337.0
-543.0,281.0,248.0,-448.0,,210.0,778.0,-572.0,530.0,-430.0
-600.0,319.0,183.0,-568.0,,287.0,942.0,-498.0,-619.0,-428.0
-657.0,444.0,135.0,-740.0,,-9.0,680.0,-495.0,-531.0,-407.0
-651.0,612.0,176.0,-891.0,,-88.0,571.0,-201.0,637.0,-478.0
-688.0,704.0,206.0,-868.0,,241.0,880.0,11.0,765.0,-502.0
-712.0,766.0,280.0,-1010.0,,363.0,975.0,157.0,318.0,-385.0
-694.0,715.0,374.0,-1155.0,,471.0,768.0,227.0,6.0,-52.0
-675.0,555.0,380.0,-1032.0,,460.0,657.0,59.0,-214.0,174.0
-678.0,390.0,402.0,-832.0,,392.0,703.0,25.0,-209.0,177.0
-682.0,102.0,362.0,-723.0,,390.0,765.0,-86.0,664.0,341.0
-611.0,-134.0,278.0,-642.0,,172.0,598.0,-24.0,311.0,627.0
-579.0,-343.0,130.0,-388.0,,-402.0,409.0,-79.0,-729.0,670.0
-540.0,-584.0,-58.0,-117.0,,-660.0,532.0,-92.0,-785.0,563.0
-514.0,-728.0,-194.0,17.0,,-530.0,818.0,-16.0,93.0,506.0
-450.0,-831.0,-295.0,153.0,,-538.0,914.0,-155.0,889.0,470.0
-408.0,-777.0,-307.0,19.0,,-443.0,679.0,-110.0,-134.0,482.0
-395.0,-615.0,-291.0,-221.0,,-409.0,595.0,-277.0,-881.0,392.0
-362.0,-481.0,-207.0,-101.0,,-487.0,800.0,-312.0,-557.0,293.0
-348.0,-320.0,-85.0,-107.0,,-287.0,775.0,-304.0,285.0,202.0
-317.0,-102.0,6.0,-98.0,,-31.0,534.0,-332.0,673.0,225.0
-296.0,101.0,137.0,-17.0,,-186.0,281.0,-109.0,321.0,298.0
-291.0,230.0,234.0,-162.0,,-381.0,197.0,7.0,39.0,277.0
-299.0,258.0,285.0,-101.0,,-379.0,316.0,301.0,-417.0,278.0
-305.0,255.0,336.0,-37.0,,-383.0,102.0,389.0,69.0,274.0
-322.0,297.0,367.0,-256.0,,-296.0,-214.0,428.0,1001.0,436.0
-275.0,304.0,328.0,-299.0,,-333.0,-99.0,484.0,911.0,650.0
-227.0,303.0,315.0,-184.0,,-395.0,196.0,380.0,-125.0,766.0
-207.0,325.0,310.0,-297.0,,-417.0,515.0,465.0,-94.0,851.0
-175.0,377.0,242.0,-284.0,,-335.0,536.0,393.0,862.0,1143.0
-146.0,444.0,234.0,-165.0,,-237.0,305.0,380.0,1001.0,1339.0
-139.0,359.0,170.0,-227.0,,-419.0,657.0,229.0,345.0,1307.0
-139.0,85.0,44.0,-321.0,,-607.0,1262.0,31.0,-404.0,1412.0
-113.0,-268.0,9.0,-405.0,,-786.0,1218.0,-20.0,-32.0,1406.0
-111.0,-597.0,-51.0,-392.0,,-886.0,833.0,-149.0,400.0,1275.0
-109.0,-756.0,-76.0,-279.0,,-792.0,724.0,-107.0,245.0,1105.0
-123.0,-749.0,-45.0,-207.0,,-648.0,978.0,-205.0,-39.0,873.0
-106.0,-617.0,8.0,-288.0,,-738.0,974.0,-118.0,-146.0,592.0
-123.0,-327.0,137.0,-422.0,,-825.0,495.0,-31.0,-330.0,467.0
-154.0,-146.0,227.0,-519.0,,-744.0,172.0,-72.0,-113.0,479.0
-188.0,-88.0,300.0,-562.0,,-711.0,154.0,-55.0,640.0,385.0
-232.0,-43.0,330.0,-582.0,,-562.0,257.0,-225.0,124.0,199.0
-238.0,-170.0,299.0,-486.0,,-571.0,70.0,-134.0,-575.0,124.0
-287.0,-332.0,260.0,-228.0,,-669.0,-296.0,-110.0,-168.0,208.0
-339.0,-431.0,209.0,-56.0,,-863.0,-54.0,11.0,441.0,228.0
-370.0,-480.0,123.0,-23.0,,-1035.0,425.0,25.0,5.0,241.0
-385.0,-486.0,-8.0,-103.0,,-1022.0,456.0,-267.0,-466.0,175.0
-457.0,-499.0,-112.0,-121.0,,-1196.0,281.0,-345.0,-627.0,202.0
-503.0,-401.0,-199.0,-69.0,,-1066.0,428.0,-515.0,-947.0,415.0
-500.0,-181.0,-248.0,-67.0,,-825.0,760.0,-408.0,-53.0,537.0
-504.0,55.0,-253.0,-131.0,,-826.0,869.0,-267.0,-1.0,373.0
-542.0,266.0,-259.0,-315.0,,-912.0,793.0,-99.0,-273.0,142.0
-584.0,439.0,-278.0,-539.0,,-828.0,408.0,92.0,-124.0,38.0
-588.0,523.0,-315.0,-685.0,,-544.0,306.0,-53.0,-864.0,-85.0
-613.0,459.0,-343.0,-569.0,,-614.0,741.0,-49.0,-50.0,-154.0
-591.0,297.0,-378.0,-273.0,,-573.0,841.0,-114.0,300.0,-293.0
-591.0,158.0,-365.0,-162.0,,-381.0,416.0,99.0,-289.0,-381.0
-573.0,79.0,-315.0,-128.0,,-174.0,74.0,421.0,-405.0,-364.0
-554.0,24.0,-281.0,-14.0,,-148.0,375.0,604.0,-873.0,-272.0
-512.0,-36.0,-234.0,-104.0,,-160.0,650.0,788.0,-618.0,-159.0
-465.0,-156.0,-198.0,-210.0,,77.0,499.0,570.0,21.0,-84.0
-474.0,-311.0,-187.0,-186.0,,-179.0,291.0,423.0,171.0,27.0
-424.0,-477.0,-214.0,-179.0,,-446.0,347.0,169.0,-786.0,122.0
-370.0,-690.0,-235.0,-158.0,,-435.0,787.0,49.0,-813.0,378.0
-318.0,-920.0,-298.0,-50.0,,-260.0,710.0,155.0,-266.0,609.0
-321.0,-1132.0,-375.0,-104.0,,-420.0,301.0,173.0,156.0,628.0
-295.0,-1269.0,-409.0,-326.0,,-456.0,272.0,304.0,502.0,705.0
-269.0,-1275.0,-431.0,-212.0,,-284.0,343.0,162.0,-675.0,987.0
-258.0,-1169.0,-435.0,8.0,,-690.0,305.0,86.0,-808.0,1128.0
-229.0,-1032.0,-436.0,16.0,,-596.0,20.0,-22.0,90.0,1102.0
-231.0,-880.0,-361.0,-209.0,,-683.0,-232.0,-72.0,516.0,1214.0
-216.0,-696.0,-290.0,-386.0,,-818.0,-395.0,-27.0,367.0,1434.0
-227.0,-470.0,-253.0,-491.0,,-673.0,-326.0,-129.0,131.0,1551.0
-191.0,-139.0,-190.0,-563.0,,-595.0,-107.0,-57.0,131.0,1503.0
-186.0,255.0,-194.0,-450.0,,-486.0,-431.0,-245.0,304.0,1590.0
-211.0,638.0,-264.0,-455.0,,-906.0,-546.0,-354.0,1138.0,1585.0
-255.0,910.0,-291.0,-608.0,,-1030.0,172.0,-421.0,1126.0,1476.0
-261.0,1037.0,-302.0,-815.0,,-876.0,642.0,-456.0,-58.0,1508.0
-231.0,1017.0,-321.0,-937.0,,-540.0,336.0,-253.0,-252.0,1493.0
-232.0,906.0,-299.0,-939.0,,-371.0,146.0,-171.0,572.0,1312.0
-186.0,801.0,-288.0,-821.0,,-654.0,266.0,-7.0,1013.0,1186.0
-166.0,589.0,-289.0,-610.0,,-761.0,383.0,-171.0,500.0,1305.0
-108.0,278.0,-308.0,-407.0,,-794.0,556.0,-314.0,-430.0,1248.0
-89.0,-134.0,-352.0,-418.0,,-597.0,207.0,-343.0,-393.0,1048.0
-93.0,-541.0,-373.0,-480.0,,-519.0,-249.0,-491.0,149.0,972.0
-78.0,-722.0,-363.0,-376.0,,-507.0,-62.0,-360.0,346.0,1028.0
-82.0,-714.0,-374.0,-326.0,,-544.0,-51.0,-356.0,-341.0,1024.0
-100.0,-562.0,-345.0,-248.0,,-812.0,-448.0,-267.0,-1077.0,993.0
-142.0,-440.0,-319.0,-36.0,,-896.0,-534.0,-254.0,-861.0,1109.0
-168.0,-304.0,-386.0,176.0,,-995.0,-160.0,-253.0,-278.0,1090.0
-212.0,-123.0,-412.0,110.0,,-859.0,84.0,-73.0,331.0,1041.0
-232.0,-4.0,-398.0,53.0,,-659.0,154.0,-88.0,-12.0,954.0
-243.0,68.0,-367.0,221.0,,-738.0,407.0,-5.0,-1247.0,855.0
-239.0,-6.0,-317.0,435.0,,-980.0,480.0,-155.0,-1046.0,750.0
-230.0,-99.0,-262.0,434.0,,-1147.0,374.0,-194.0,726.0,593.0
-208.0,-279.0,-256.0,86.0,,-946.0,241.0,-194.0,647.0,500.0
-186.0,-473.0,-292.0,-331.0,,-1018.0,116.0,-325.0,-653.0,411.0
-185.0,-502.0,-275.0,-602.0,,-1185.0,376.0,-173.0,-746.0,345.0
-189.0,-627.0,-294.0,-631.0,,-1170.0,639.0,-177.0,-429.0,342.0
-168.0,-811.0,-335.0,-478.0,,-1281.0,491.0,-70.0,75.0,541.0
-146.0,-923.0,-338.0,-291.0,,-1209.0,158.0,-110.0,-93.0,692.0
-162.0,-962.0,-337.0,-373.0,,-972.0,-380.0,-162.0,-564.0,714.0
-172.0,-934.0,-306.0,-339.0,,-969.0,-675.0,-131.0,-325.0,822.0
-178.0,-744.0,-275.0,40.0,,-1091.0,-285.0,-365.0,-684.0,1073.0
-159.0,-489.0,-232.0,278.0,,-1070.0,-3.0,-487.0,-64.0,1144.0
-206.0,-229.0,-188.0,228.0,,-951.0,-252.0,-746.0,673.0,1022.0
-256.0,113.0,-171.0,148.0,,-878.0,-258.0,-768.0,-281.0,1060.0
-288.0,510.0,-194.0,269.0,,-874.0,96.0,-722.0,-501.0,868.0
-314.0,1040.0,-222.0,328.0,,-831.0,43.0,-626.0,-249.0,712.0
-316.0,1391.0,-300.0,253.0,,-748.0,-217.0,-317.0,452.0,751.0
-345.0,1448.0,-431.0,0.0,,-667.0,-245.0,-262.0,739.0,547.0
-351.0,1300.0,-514.0,-108.0,,-1008.0,-40.0,-70.0,141.0,187.0
-367.0,952.0,-599.0,41.0,,-1312.0,414.0,-9.0,80.0,84.0
-387.0,610.0,-627.0,75.0,,-1219.0,774.0,49.0,343.0,219.0
-432.0,179.0,-566.0,37.0,,-1124.0,366.0,7.0,805.0,42.0
-428.0,-316.0,-522.0,-91.0,,-1153.0,-492.0,-282.0,593.0,9.0
-382.0,-727.0,-464.0,-117.0,,-1170.0,-511.0,-441.0,634.0,269.0
-344.0,-955.0,-411.0,-124.0,,-891.0,-147.0,-696.0,194.0,321.0
-314.0,-957.0,-394.0,-248.0,,-1011.0,-246.0,-628.0,-378.0,370.0
-302.0,-782.0,-324.0,-318.0,,-1241.0,-426.0,-504.0,863.0,620.0
-276.0,-561.0,-294.0,-359.0,,-1098.0,-518.0,-323.0,1008.0,826.0
-259.0,-465.0,-277.0,-522.0,,-1089.0,-130.0,-81.0,-218.0,781.0
-261.0,-372.0,-240.0,-614.0,,-1040.0,204.0,-121.0,-453.0,818.0
-267.0,-233.0,-267.0,-574.0,,-906.0,-313.0,-114.0,246.0,894.0
-272.0,-18.0,-282.0,-539.0,,-929.0,-284.0,-395.0,398.0,853.0
-284.0,265.0,-301.0,-265.0,,-839.0,185.0,-600.0,-120.0,785.0
-265.0,450.0,-269.0,-100.0,,-841.0,101.0,-746.0,-544.0,707.0
-254.0,500.0,-219.0,-131.0,,-909.0,335.0,-872.0,-665.0,676.0
-272.0,393.0,-199.0,-18.0,,-788.0,540.0,-790.0,-332.0,556.0
-300.0,277.0,-191.0,70.0,,-907.0,229.0,-829.0,152.0,474.0
-317.0,279.0,-209.0,60.0,,-786.0,-247.0,-713.0,309.0,587.0
-331.0,391.0,-227.0,59.0,,-593.0,-614.0,-811.0,-210.0,617.0
-326.0,521.0,-253.0,-69.0,,-482.0,-520.0,-861.0,-413.0,493.0
-313.0,477.0,-261.0,-254.0,,-484.0,238.0,-787.0,-14.0,487.0
-304.0,364.0,-297.0,-287.0,,-728.0,765.0,-750.0,387.0,566.0
-274.0,358.0,-287.0,-376.0,,-786.0,75.0,-563.0,116.0,590.0
-281.0,414.0,-263.0,-332.0,,-839.0,-669.0,-620.0,-490.0,547.0
-296.0,394.0,-284.0,-272.0,,-851.0,-536.0,-450.0,-278.0,607.0
-297.0,253.0,-245.0,-375.0,,-828.0,0.0,-284.0,-287.0,643.0
-315.0,71.0,-226.0,-397.0,,-552.0,-63.0,-138.0,-341.0,535.0
-355.0,-174.0,-200.0,-356.0,,-676.0,-564.0,44.0,69.0,598.0
-347.0,-463.0,-120.0,-287.0,,-1141.0,-594.0,-86.0,80.0,664.0
-344.0,-789.0,-85.0,-234.0,,-1191.0,-202.0,-42.0,-221.0,575.0
-362.0,-1073.0,-50.0,-69.0,,-1154.0,67.0,-173.0,-428.0,477.0
-367.0,-1242.0,-20.0,-9.0,,-1245.0,-468.0,-280.0,111.0,442.0
-362.0,-1389.0,-64.0,1.0,,-1482.0,-729.0,-345.0,698.0,397.0
-324.0,-1432.0,-39.0,121.0,,-1377.0,-248.0,-423.0,48.0,240.0
-310.0,-1356.0,-44.0,131.0,,-1255.0,-187.0,-360.0,-524.0,181.0
-267.0,-1030.0,-49.0,204.0,,-1089.0,-309.0,-532.0,159.0,232.0
-236.0,-465.0,3.0,291.0,,-934.0,-81.0,-439.0,849.0,119.0
-151.0,117.0,-32.0,451.0,,-1118.0,31.0,-395.0,884.0,67.0
